,date,open,high,low,close,volume,Name,main_news,tagged_news,target_reg,target_class
549,2015-04-16,538.35,545.229,538.1,543.52,1586088,GOOGL,"Daily Report: Joining American Peers, Google Gets Caught in Europe’s Cross Hairs: American technology companies are no strangers to antitrust challenges by European regulators, but the cost has tended to be measured in money and time, not business practices.","With Eye on Mobile, Yahoo Revises Its Search Partnership With Microsoft: Under the new agreement, Yahoo will be allowed to deliver its own search results and ads for up to half the searches made by visitors to its sites and apps.",533.75,False
550,2015-04-17,537.31,539.8,529.0,532.74,2461698,GOOGL,Investigating Google: The European Union is investigating whether Google is using its dominant market share to gain an unfair advantage over competitors.,"Taking a Facebook Break, Temporarily or for Good: The site lets users deactivate their accounts and then return with all content intact. Permanently deleting an account wipes it, and all the content, out.",546.31,True
552,2015-04-21,546.31,547.7745,542.21,542.925,1456387,GOOGL,"Google Adds ‘Mobile Friendliness’ to Its Search Criteria: While Google remains the dominant search engine, its grasp on the mobile market is slipping in the face of increased competition from “native” applications designed for pocket-size devices.",,550.41,True
553,2015-04-22,543.06,551.0,541.32,549.18,1590320,GOOGL,"Google Introduces Wireless Service Called Project Fi: The service aims to blend several communication tools — cellular calls, online calls like Skype — into a single phone number and service.",,580.05,True
554,2015-04-23,550.41,561.17,550.08,557.46,3909155,GOOGL,Family Office of Google’s Eric Schmidt Buys Stake in Hedge Fund D.E. Shaw: The 20 percent stake of the $36 billion hedge fund is one of the last vestiges of the bankrupt Lehman Brothers.,,572.77,True
555,2015-04-24,580.05,584.7,568.35,573.66,4608403,GOOGL,"Google’s Eric Schmidt Plays the Adult in D.E. Shaw Investment: The Google executive chairman makes a big bet that is far afield from the frivolity of, say, a sports team investment like Steve Ballmer’s.","Daily Report: Amazon Dominates Cloud Computing, but Tech Giants Are in Pursuit: Amazon said in its first-quarter earnings report that its cloud division, Amazon Web Services, had revenue of $1.57 billion and operating income of $265 million.",564.32,False
556,2015-04-27,572.77,575.52,562.3,566.12,2403105,GOOGL,"The Latest Fashion, Trending on Google: The search giant is scanning its wealth of user-generated data for signs of fashion trends as it works to enhance its sales of online advertisements.",,560.51,False
557,2015-04-28,564.32,567.83,560.96,564.37,1859787,GOOGL,Europe’s Google Problem: The politics behind the European Union’s antitrust charges against the American Internet giant.,,558.56,False
558,2015-04-29,560.51,565.84,559.0,561.39,1681064,GOOGL,"Google Tripled Spending on Lobbying in Brussels Last Year: The company multiplied its spending by three from 2010 to 2013, and again in 2014, spending at least $4.2 million and as much as $4.8 million last year, according to its latest disclosure report.",,550.51,False
562,2015-05-05,550.16,552.61,542.37,543.045,1426417,GOOGL,Google Pushes Advertisers to Smaller Screens: Google is trying to get advertisers to spend more on mobile screens that account for a majority of searches in the United States.,"Behind the Dateline: ‘Kathmandu’ Becomes Times Style: Philip B. Corbett describes why a Times style change, regarding the spelling of Kathmandu, was made this month.",535.9,False
563,2015-05-06,542.64,543.93,532.235,535.08,1951728,GOOGL,"Google Loses to LinkedIn in Silicon Valley Headquarters Pitch: Google’s plans for a space-age new headquarters received a major blow from the Mountain View City Council, which awarded most of the city’s future office space to another Internet company, LinkedIn.",,548.87,True
564,2015-05-07,535.9,545.2,533.45,542.04,1592220,GOOGL,"Google, Dominant in Search, Tries Disruptor Role in Wireless and Broadband: Google’s foray into cellular and broadband is a strategic move aimed at enhancing its position in search and exploiting new profit opportunities.","Uber Joins the Bidding for Here, Nokia’s Digital Mapping Service: The battle to buy Here highlights the growing importance of digital mapping services as companies connect their products to the Internet.",548.49,True
565,2015-05-08,548.87,552.8,548.03,548.95,1411264,GOOGL,"How to Use Siri, Google Now and Cortana Voice Commands: Get the most out of speech-recognition mobile assistants. Also, how to use speed-test websites to measure broadband speeds.",,542.81,False
567,2015-05-12,542.81,542.961,535.0,538.73,1764123,GOOGL,"Deal Talks for Here Mapping Service Expose Reliance on Location Data: If a new owner decides to restrict access to Here’s vast trove of mapping data, some of the largest tech companies could find themselves relying on Google’s mapping services once more.",Lessons From Mergers Past for the Verizon-AOL Deal: The memory of AOL’s disastrous 2000 acquisition of Time Warner likely shaped Verizon’s approach.,543.97,True
568,2015-05-13,540.47,543.84,538.98,539.49,1211920,GOOGL,"Uber Lures Top Google Executive and Shifts David Plouffe’s Duties: Uber said Rachel Whetstone, Google’s longtime head of communications, would run its day-to-day communications operations. David Plouffe, who had that role, will move to a chief advisory position and take a director’s seat on Uber’s board.",,550.39,True
570,2015-05-15,550.39,550.6,542.5,546.49,1671977,GOOGL,"Google Self-Driving Car Tests Set for Summer: The first autonomous vehicle Google has made will hit public roads in northern California for tests this summer, reports Phil LeBeau of CNBC.",The Double-Edged Sword of Online Anonymity: Anonymity is one of the biggest obstacles to fighting harassment online; it also keeps advertisers from knowing everything about you.,548.0,True
572,2015-05-19,548.0,553.4,547.12,549.28,2356274,GOOGL,"Tech Giants Urge Obama to Reject Policies That Weaken Encryption: A group of prominent technology companies, including Google and Apple, have sent a letter to President Obama asking him to reject any proposals that would weaken their products’ security.",,550.2,True
577,2015-05-27,548.68,555.29,546.5813,554.25,1742237,GOOGL,"Google and Apple Adjust Strategies on Mobile Payments: Google is set to unveil a payments initiative for merchants and a refashioned consumer app, while its rival reportedly plans a rewards program for Apple Pay.",Hiding Smartphone Photo Location Information: Guard your privacy when you post your photos online by turning off location services for your smartphone’s camera app.,553.2,False
578,2015-05-28,553.79,555.76,550.8,554.18,1177318,GOOGL,"Daily Report: As Mobile Payments Rise, Apple and Google Prepare Their Moves: Google is set to unveil a payments initiative for merchants and a refashioned consumer app, while its rival reportedly plans a rewards program for Apple Pay.",,548.73,False
579,2015-05-29,553.2,553.94,545.04,545.32,2172282,GOOGL,Google Wants to Turn Your Clothes Into a Computer: A little-known research group inside the search giant is working on ways to allow textiles to respond to touch and send information and is teaming up with Levi Strauss to explore the technology.,"Windshield Devices Bring Distracted Driving Debate to Eye Level  : Head-up displays like Navdy’s claim to reduce risk by projecting information from a smartphone into a driver’s line of vision, but some experts worry the additional stimulus will be too distracting.",547.43,True
582,2015-06-03,555.1,557.99,552.15,555.29,1335479,GOOGL,"Upload the Pictures, and Let Google Photos Do the Rest: Take all the photos you want, back them up automatically into the cloud and use Google’s image search abilities to find them later.","App Smart | Stream Music For Free: There are plenty of great streaming music services that you can already try, often for free, and while the big players are jockeying to dominate the market, now is a great time to experiment.",552.0,False
583,2015-06-04,552.18,555.96,549.12,551.69,1343317,GOOGL,Is Translation an Art or a Math Problem?: Google and other tech dreamers think machines can make languages superfluous.,"Mark Zuckerberg, Let Me Pay for Facebook: “Free” social networking sites cost more than we think.",549.61,False
587,2015-06-10,545.7,554.78,545.11,552.6,1515805,GOOGL,"Sidewalk Labs, a Start-Up Created by Google, Has Bold Aims to Improve City Living: Google’s Sidewalk Labs will pursue technologies to cut pollution, curb energy use, streamline transportation and reduce the cost of city living.","Options for Simplifying the Commute: GPS, the wireless Internet and smartphones have brought back the principle of dial-a-ride, a short-lived service born in Silicon Valley in the 1970s that was a victim of its success.",547.15,False
588,2015-06-11,554.49,554.83,549.17,550.04,1293560,GOOGL,"Daily Report: Google Sets Its Sights on Improving City Life: Google’s new venture, Sidewalk Labs, will pursue technologies to cut pollution, curb energy use, streamline transportation and reduce the cost of urban living.",,542.73,False
589,2015-06-12,547.15,548.85,545.63,547.47,1273383,GOOGL,"France Wants Google to Apply ‘Right to Be Forgotten’ Ruling Worldwide or Face Penalties: The authorities want the ruling to apply to all of Google’s domains like Google.com, though the company contends that Europe’s privacy legislation should apply only to its regional domains.",,544.48,False
591,2015-06-16,544.48,546.69,541.5724,544.87,1626349,GOOGL,"Google Is Its Own Secret Weapon in the Cloud: Google is becoming more public about its data centers, talking about its network and how much fiber it owns. The idea is to show off assets that Amazon, Microsoft and IBM cannot match in the competition for cloud customers.",,548.0,True
594,2015-06-19,556.52,557.91,552.258,557.52,2964489,GOOGL,European Regulators Lay Out Demands and Fines in Google Antitrust Case: Regulators say that Google uses its 90 percent market share in Europe to favor its own services over those of rivals like Microsoft.,,559.79,True
596,2015-06-23,559.79,564.9,557.15,563.39,1569808,GOOGL,Gmail Formally Adds ‘Undo Send’ Option: The new tool allows users to choose a delay time from 5 to 30 seconds in case of a change of heart.,"Confederate Flag Sales Soar as Retailers Pull Stock: As companies like Walmart, Amazon and Sears were moving to discontinue sales of products tied to the Confederate battle flag, sales of them were soaring.",560.3,False
597,2015-06-24,562.48,562.64,556.81,558.57,1446156,GOOGL,"Google’s Street View Takes Armchair Climbers Up El Capitan: Starting Wednesday, Google Maps, using its Street View technology, will offer web users views of El Capitan from a rock climber’s perspective.","Video Feature: Apps for Summer Travel, Concerts and Grilling: Specialized apps provide help with many seasonal pursuits, including planning vacation activities, packing for a trip and even grilling the perfect steak.",559.71,True
598,2015-06-25,560.3,563.14,557.455,557.95,1335270,GOOGL,Letter of Recommendation: Alternative Search Engines: Want to find what you didn’t know you were looking for? Don’t go to Google.,,546.75,False
600,2015-06-29,546.75,550.9,540.24,541.25,1887816,GOOGL,"Supreme Court Declines to Hear Appeal in Google-Oracle Copyright Fight: A years-long copyright fight between Google and Oracle will continue. At issue are the bits of code that help pieces of software work together, called Application Programming Interfaces.",Agency Taps Mapping Technology to Curb Rail Crossing Accidents: The Federal Railroad Administration is hoping its new measure to integrate grade-crossing locations into mapping technology will curb the recent increase in crashes and fatalities.,543.66,True
602,2015-07-01,543.66,545.81,539.76,543.3,1537973,GOOGL,Google Photos Mistakenly Labels Black People ‘Gorillas’: Google apologized after a user posted a photo on Twitter showing that the Google Photos app had labeled black people as “gorillas.”,,542.25,False
603,2015-07-02,544.74,548.0,543.57,547.34,1406213,GOOGL,"In Tests, Yahoo Uses Google to Power Search Results and Ads: Yahoo is turning to the world’s dominant provider of web searches to power some of its own search results. The tests could lead to a deeper relationship between the two companies, whose previous efforts to cooperate on search were blocked by antit...",,547.43,True
604,2015-07-06,542.25,548.58,542.095,545.62,1280687,GOOGL,"Google to Test Carpooling Service in Israel: Raising the stakes in its competition with Uber, the search giant said it would test the service in Tel Aviv through Waze, an Israeli social-mapping start-up it acquired in 2013.",,545.6,False
607,2015-07-09,548.65,548.88,544.62,544.65,1488324,GOOGL,"Reinventing Google for a Mobile World: As Google races to become as essential on smartphones as it is on desktops, competition is popping up throughout Silicon Valley.","With CarPlay, Apple Looks to Upend Tradition: Apple’s proposal that automakers write apps for technology company software raises concerns about security and safety.",559.51,True
608,2015-07-10,553.71,559.29,552.0,556.11,2171750,GOOGL,"Google Search Chief Amit Singhal Talks Searching Apps: Google’s search chief, Amit Singhal, discusses how Google search is moving from the web to apps.",,574.5,True
609,2015-07-13,559.51,572.85,558.7,571.73,2089641,GOOGL,"CrowdStrike, Cybersecurity Services Provider, Raises $100 Million: The investment was led by Google Capital, in what it says will be the first of several cybersecurity deals.","YouTube Chief Talks Children, Mobile and Competition With Facebook: Susan Wojcicki, YouTube’s chief executive, discussed opportunities in mobile, acquisitions and juggling her five kids and her career at Fortune’s Brainstorm Tech conference on Monday.",583.74,True
612,2015-07-16,589.5,604.5,587.92,601.78,5632054,GOOGL,"Google Revenues Up 11% as Earnings Surpass Forecast: The search company’s new chief financial officer, Ruth Porat, said the results “reflect continued growth across the breadth of our products.”",Morning Agenda: Greece Adopts Austerity: Greece Adopts Austerity | Icahn Calls BlackRock Dangerous | Santander Consumer USA Hires Blythe Masters | Macy’s Gets a Lift From Starboard,688.98,True
617,2015-07-23,691.85,696.07,671.59,674.73,3811598,GOOGL,"Ruth Porat May Be Just What Investors Think Google Needs: With the arrival of Ruth Porat as Google’s chief financial officer, the corporate culture shifts to mature and fiscally responsible from impulsive and undisciplined.",,651.57,False
618,2015-07-24,676.77,677.79,653.18,654.77,4131137,GOOGL,"The New Stars of the Tech Sector: James B. Stewart, on CNBC, discusses how chief financial officers like Ruth Porat of Google are bringing new success to technologies companies.","Morning Agenda: Nikkei Buys the Pink Paper: 5 Men, 2 Fraud Schemes, 1 Hacking | Blackstone C.F.O. Said to Be Headed to Airbnb | Opportunities in Struggling Puerto Rico",661.76,True
619,2015-07-27,651.57,667.07,651.55,658.27,2919110,GOOGL,Google Loosens Ties to Google Plus: The company is most likely responding to the demands of mobile users who expect apps to deliver services on their own.,,662.26,True
622,2015-07-30,657.44,668.05,651.69,664.56,1980345,GOOGL,Google Fights Effort to Apply ‘Right to Be Forgotten’ Ruling Worldwide: The search giant said it would not comply with French demands to apply a European data protection ruling to its global domains.,,657.66,False
626,2015-08-05,665.75,679.91,665.5827,673.29,1822387,GOOGL,"Blocking a PC’s Webcam: Disabling a webcam in case of a virus or attack by hackers, and getting Google Now on a desktop computer.",‘Right to Be Forgotten’ Online Could Spread: Some countries’ demands for the erasure of search engine results on privacy grounds could soon affect even information available in the United States.,667.78,False
627,2015-08-06,673.99,674.75,660.73,670.15,2032984,GOOGL,"Daily Report: Google and the Spread of the ‘Right to Be Forgotten’: Unlike so many things that happen on the Internet, it might be outside of Google’s control.","Among the States, Self-Driving Cars Have Ignited a Gold Rush: The auto industry will spend billions developing the technology, and many states are being careful not to pass laws that would scare those dollars away.",667.09,False
629,2015-08-10,667.09,671.62,660.23,663.14,1722915,GOOGL,"Google to Reorganize as Alphabet to Keep Its Lead as an Innovator: Under the new name, Alphabet, the company is signaling that it has essentially become a collection of disparate businesses.",,694.49,True
630,2015-08-11,699.58,704.0,684.32,690.3,5494011,GOOGL,"With Google as Alphabet, a Bid to Dream Big Beyond Search: From Google’s start, Larry Page has been afflicted with a desire for two competing corporate virtues: focus and expansiveness.",DealBook: Stock Buybacks Draw Scrutiny: Warren Buffett Bucks the Trend | Man Charged With Bitcoin Schemes in Court | The F.D.A. and the Free-Speech Fight | Mallinckrodt to Buy Therakos,689.2,False
631,2015-08-12,694.49,696.0,680.51,691.47,2932328,GOOGL,Google Goal in Restructuring as Alphabet: Autonomy: The Internet giant has been short on details about how its reconfiguration as the entity Alphabet will work. But a look at Nest Labs may provide some clues.,"36 Hours in Berlin: Summertime highlights, when Berliners head outdoors, include a boat tour, riverside restaurants and evenings enjoying the view from a rooftop playground.",684.04,False
632,2015-08-13,689.2,694.03,682.18,686.51,1817748,GOOGL,"Even in the New Alphabet, Google Keeps Its Capital G: Google’s name is a protected trademark, and the company has fought to keep it from becoming generic, as brands like thermos, cellophane and others have.",,688.04,True
633,2015-08-14,684.04,692.26,682.9,689.37,1379855,GOOGL,"Google and Genericization: James B. Stewart, on CNBC, discusses the chance that Google’s brand name could lose its status as a protected trademark, and shares his view of Google transitioning to Alphabet.",,691.07,True
634,2015-08-17,688.04,694.74,683.06,694.11,1233951,GOOGL,"Más allá de la busqueda: Con Alphabet, Google le apuesta a soñar en grande: Google reestructurará sus operaciones en un conglomerado tipo General Electric llamado Alphabet, del cual la compañía de búsqueda será una división.","Facts & Figures: Bernie Sanders Gets an Online Upswing: Facebook interest in the senator from Vermont more than doubled last week, according to The New York Daily News.",690.11,False
635,2015-08-18,691.07,695.7568,685.32,688.73,1385544,GOOGL,"Unicorns Hunt for Talent Among Silicon Valley’s Giants: Unicorns, start-ups like Uber and Airbnb valued at $1 billion or more, are hiring people from the likes of Google, especially in fields like mapping.",,689.1,True
642,2015-08-27,672.0,673.9799,651.1,667.96,2948736,GOOGL,Google Rebuts Europe on Antitrust Charges: The American technology giant would face fines worth billions of dollars if it is found to have broken the European Union’s competition rules.,,656.26,False
643,2015-08-28,665.11,667.0,653.75,659.69,1941833,GOOGL,Mishka Henner Uses Google Earth as Muse: A solo exhibition of Mr. Henner’s work will include photos of American military installations throughout the world.,,633.66,False
645,2015-09-01,633.66,644.44,625.06,629.56,2572884,GOOGL,"Google Antitrust Inquiries Spread Over Globe, With India the Latest Problem: While Google’s biggest regulatory challenge remains in Europe, authorities around the world are investigating its practices, with a report from India’s competition commission its latest problem.",,647.93,True
647,2015-09-03,647.93,651.25,633.8073,637.05,1728562,GOOGL,News Q’s | Google’s Driverless Cars Run Into Problem: Cars With Drivers: What’s the problem with Google’s driverless cars being programmed to follow the letter of the law?,,641.0,True
650,2015-09-09,651.88,657.36,640.9,643.41,2048908,GOOGL,Google Follows Amazon Web Services Into On-Demand Supercomputing: The growing competition between the two companies could take so-called machine learning to the masses.,,650.21,True
651,2015-09-10,643.9,654.9,641.7,651.08,1392481,GOOGL,"Staying Signed Into Gmail: Browser cookies store the information used to log in to websites like Gmail, and a user can adjust a browser’s settings to manage them",,655.63,True
653,2015-09-14,655.63,655.92,649.501,652.47,1497627,GOOGL,"Russian Authorities Rule Google Broke Antitrust Regulations: Officials said that the company had abused its dominant market position with Android, its mobile operating system, by favoring the company’s own own services over those of its rivals.",,665.55,True
654,2015-09-15,656.71,668.85,653.34,665.07,1777320,GOOGL,Head of Mental Health Institute Leaving for Google Life Sciences: Dr. Thomas R. Insel announced that he is stepping down after 13 years as director of the National Institute of Mental Health.,,667.49,True
656,2015-09-17,667.49,681.99,665.0,671.67,2387605,GOOGL,"Apple and Google Create a Buzz at Frankfurt Motor Show: The risk is less that cars from technology giants would destroy Mercedes-Benz or BMW, but rather that carmakers would become mere providers of hardware.",,665.51,False
660,2015-09-23,652.9,660.28,650.7301,653.29,1457995,GOOGL,European Court Adviser Calls Trans-Atlantic Data-Sharing Pact Insufficient: The nonbinding but influential opinion could restrict how American companies like Facebook and Google move European data around the world.,,658.58,True
662,2015-09-25,658.58,658.58,639.655,640.15,2423992,GOOGL,F.T.C. Is Said to Investigate Claims That Google Used Android to Promote Its Products: Some mobile application makers have complained to the Justice Department about a Google requirement that they take a bundle of its services if they want any one of them.,"Daily Report: India’s Prime Minister Prepares for Silicon Valley Tour: While China’s president ends a trip that included meeting with tech executives in Seattle and politicians in Washington, the prime minister of India will head to Silicon Valley for a celebration of sorts of his country’s influence on the tech indu...",625.5,False
663,2015-09-28,639.05,642.85,617.84,624.25,2382300,GOOGL,"Silicon Valley Lawyer, Gary Reback, Takes Antitrust Fight to Europe: Gary Reback, who persuaded the federal government to bring a case against Microsoft in the 1990s, is now pursuing a case against Google.",The Touching Puzzle: Arrange the digits 0-9 to get the greatest possible score.,631.83,True
664,2015-09-29,625.5,634.68,618.03,622.61,2106466,GOOGL,"Google Unveils New Devices to Connect Smartphone and TV: Google revealed two new Chromecast streaming devices on Tuesday, along with a new tablet and a pair of devices from the Nexus line of Android phones.","YouTube to Expand Shopping Links to More Videos: The new service would place product ads on any video on the site, like product reviews uploaded by amateur reviewers, provided the clip’s owner opts in.",637.94,True
665,2015-09-30,631.83,639.31,629.15,638.37,2647655,GOOGL,"Microsoft and Google Call an End to Patent Battles: Peace has broken out between Google and Microsoft, which agreed to dismiss all of their pending patent lawsuits against each other.","36 Hours in Bologna, Italy: This food-loving city has a wide array of bistros, cafes and markets, along with museums devoted to its history, and, yes, gelato.",638.01,False
668,2015-10-05,661.6,673.0275,655.87,671.68,1898012,GOOGL,"Tech Giants Top Best Global Brands List: Apple and Google, along with other technology companies, made it into the top 10 of Interbrand’s annual report.",,677.4,True
669,2015-10-06,669.35,678.8,663.0823,671.64,2157409,GOOGL,Data Transfer Pact Between U.S. and Europe Is Ruled Invalid: The decision by the European Court of Justice throws into doubt how tech giants like Facebook and Google can use digital data from millions of users.,,669.45,False
670,2015-10-07,677.4,678.74,658.11,670.0,2217672,GOOGL,"Google Announces Service to Speed Loading of News Articles: The company, in partnership with some publishers, is starting a service that will have the ability to load pages faster on the web through a browser.","36 Hours in Buenos Aires: This elegant city blends old and new, from century-old cafes to a lively underground bar culture and a new culinary scene.",667.49,False
677,2015-10-16,695.4,696.22,689.1,695.32,1815759,GOOGL,Google’s Digital Library Wins Court of Appeals Ruling: The Court of Appeals for the Second Circuit affirms a lower court decision rejecting claims by the Authors Guild that a book scanning project violates copyright.,,697.89,True
678,2015-10-19,694.0,700.2397,692.21,699.95,1508585,GOOGL,Deutsche Telekom Said to Weigh New Antitrust Complaint Against Google: The former German telecom monopoly’s complaint to European officials is expected to focus on whether Google uses its Android mobile operating system to unfairly promote its own products over those of rivals.,,683.21,False
679,2015-10-20,697.89,698.0,673.68,680.0,2621719,GOOGL,"The Times Partners With Google on Virtual Reality Project: The New York Times Magazine has created a virtual reality film about children uprooted by war, one of many virtual reality videos The Times plans to present to subscribers.","After Disappointing Results, Yahoo Promises More Focused Strategy: Marissa Mayer, the chief, told investors that Yahoo would soon unveil a plan to streamline the company.",675.44,False
681,2015-10-22,675.44,688.0499,671.7,681.14,4431595,GOOGL,"Daily Report: A Trio of Earnings From Tech Behemoths: Three technology titans — Amazon, Google and Microsoft — will be reporting their quarterly financial results on Thursday.",,720.02,True
682,2015-10-23,750.06,752.5,717.94,719.33,6336319,GOOGL,Google’s TV Strategy: A reader warns that Google and its allies are looking to “track your remote just as they do your mouse and blanket our screens with microtargeted ads.”,,726.57,True
685,2015-10-28,733.0,737.37,727.27,736.92,1980154,GOOGL,Google Books: A Complex and Controversial Experiment: Scientists are finding it hard to draw conclusions from Google’s project to digitize all the world’s books.,"Ben Carson, Beating All Comers: In a new kind of poll, the neurosurgeon running for the Republican nomination leads the field no matter the rival.",745.56,True
686,2015-10-29,736.63,746.79,735.16,744.85,1825957,GOOGL,"How Apple TV Stacks Up: A Rundown of Streaming Devices: We tested video streaming devices from Apple, Amazon, Roku and Google, and the Apple TV stood out. But it’s not the best for everyone. Here are the pros and cons of each device.","Alphabet Edges Toward Settling the Android or Chrome Question: The company now known as Alphabet has for years supported two operating systems. But Chrome, the lesser-known of the two, will soon lose one of its few exclusive domains.",737.88,False
687,2015-10-30,745.56,746.31,736.53,737.39,1999161,GOOGL,"A Google View of Elephants: To help raise awareness of elephant conservation, Google Street View shows the animals at the Samburu National Reserve.",,745.43,True
693,2015-11-09,758.52,763.3,749.11,754.77,1776861,GOOGL,"With a Mobile Website Like an App, Flipkart Takes a Swipe at Apple: Flipkart worked with Google to create a new mobile website that was unveiled on Monday in a move to improve the mobile web experience and steer away from apps.","Law Firm Loathed by Tech Expands to Industry’s Home Turf: A class action firm that routinely targets tech companies is opening an office in San Francisco, not far from many of the companies it has sued.",762.38,True
694,2015-11-10,753.48,760.6,748.41,758.26,1489929,GOOGL,"TAG Heuer, Intel and Google Raise the Stakes in Smartwatches: The TAG Connected brings digital functionality to Swiss watchmaking. Should you buy in?",,760.18,True
697,2015-11-13,754.04,755.33,739.47,740.07,2409363,GOOGL,Google Driverless Car Is Stopped by California Police for Going Too Slowly: The police in Mountain View said the vehicle was driving 24 miles per hour in a 35 m.p.h. zone.,"Moving an iTunes Library With an External Hard Drive: As long as you have an external hard drive large enough to hold your collection, you can use it to move your library, even between Macs and PCs.",752.47,True
700,2015-11-18,749.57,761.1,747.39,760.01,1813336,GOOGL,"Covering Your Browser Tracks: A look at Do Not Track technology in web browsers, and how to use Google Cardboard effectively.",,769.3,True
701,2015-11-19,759.78,763.23,757.23,759.94,1403913,GOOGL,"Google Picks Diane Greene to Expand Its Cloud Business: Ms. Greene, a Silicon Valley veteran, has been a board member of Google and founded Bebop Technologies, which Google has agreed to buy.",,777.47,True
702,2015-11-20,769.3,779.318,764.1,777.0,2773944,GOOGL,Daily Report: Google Gets Serious About Competing in Cloud With Amazon Web Services: Few would argue that Google knows better than most how to manage huge data centers. But in recent years Amazon has become the leader in selling that expertise to other companies.,Experience the Vigils in Paris in Virtual Reality With NYT VR: Two video journalists from The Times used a new storytelling form to document a city pushing past the violence of Nov. 13.,772.96,False
703,2015-11-23,777.47,782.9,773.51,776.7,1732400,GOOGL,"With Google’s Offline Maps, Getting Around Gets Cheaper: Google is rolling out a set of tools designed to help millions of travelers figure out where to go, when to go and how to get there.",,771.69,False
705,2015-11-25,771.69,773.0,766.53,769.26,1180643,GOOGL,Alphabet Trying to Mix Heft With Start-Up Agility: The shape of the company that used to be called Google is starting to become more apparent. What is not so clear is whether a new kind of Google can operate more effectively than the old.,"Updating Windows 10: As part of its switch to Windows 10 as a “service” that automatically updates itself, Microsoft has pushed out its Windows 10 November Update.",771.87,True
708,2015-12-01,766.94,785.0,765.95,783.79,2019864,GOOGL,"Google Cultural Institute Puts Us All Onstage: With 360-degree videos, fans of the performing arts can feel what it’s like to be in the middle of the Philadelphia Orchestra or the Paris Opera Ballet.",,780.56,False
710,2015-12-03,780.56,784.48,762.45,768.2,2097494,GOOGL,"Google’s Latest Steps to Increase Its Use of Renewable Energy: Long a leader in green energy investing, the company has announced new agreements that nearly double its pledge on renewable energy.","BTG Pactual and the Perils of Supervoting Stock: The investment bank and its jailed ex-leader, André Esteves, illustrate why investors in companies that issue multiple classes of stock should note the risk.",780.06,True
712,2015-12-07,780.06,781.0,766.72,772.99,1831287,GOOGL,Recovering a Stolen Gmail Account: How to regain control of a compromised account and reconfigure your security settings to prevent future hacking.,,771.1,False
713,2015-12-08,764.5,778.65,762.52,775.14,1554121,GOOGL,"Alphabet’s Life Sciences Business Has a New Name: Verily: Alphabet, the holding company that owns Google, has renamed its Life Sciences division Verily as the company transitions to its new structure.",Qualcomm Is Accused of Violating Antitrust Rules in Europe: The authorities said the chip maker had abused its dominant market position in the region by offering financial incentives to smartphone and tablet manufacturers.,763.59,False
719,2015-12-16,766.57,781.5,757.045,776.59,2656010,GOOGL,"Redecorating Android’s Quick Settings Box: Unlike Apple’s iOS, Android 6.0 lets users edit its set of shortcuts, but the feature is not readily visible and Google terms it experimental.","California D.M.V. Stops Short of Fully Embracing Driverless Cars: Draft regulations would require licensed drivers, who would be responsible for traffic violations, to operate the cars, as well as safety tests and cybersecurity safeguards.",767.23,False
720,2015-12-17,781.16,781.59,769.3,769.83,1825538,GOOGL,"Daily Report: Google’s Lousy Time at the D.M.V.: Proposed rules in California would require self-driving cars to have a licensed driver ready to take over the wheel. There’s one problem: Google’s autonomous vehicle prototypes don’t have steering wheels — with good reason, the company says.",,763.05,False
725,2015-12-24,768.52,769.2,764.39,765.84,521141,GOOGL,How to Use Smart Reply in Gmail Inbox: The feature composes brief responses to email messages that you’ve received.,,786.99,True
730,2016-01-04,762.2,762.2,747.54,759.44,3369068,GOOGL,Getting Your Gmail Just the Way You Like It: Google’s Inbox program tries to sort Gmail messages into logical groupings so they are easier to manage — especially on a mobile device.,,750.37,False
736,2016-01-12,740.75,748.34,736.43,745.34,2340753,GOOGL,"Google Picks Former Obama Adviser to Lead Global Public Policy: Caroline Atkinson, who left her position as a White House deputy national security adviser last month, will join Google in March and be based in Washington.",,724.44,False
739,2016-01-15,709.99,724.158,701.51,710.49,3833751,GOOGL,"Fund Managers Win With Tech Stalwarts and Burly Brand Names: Investments in well-known tech giants like Amazon, Microsoft and Google fueled three top-performing funds in the fourth quarter.",,705.9,False
741,2016-01-20,705.9,726.95,687.78,718.56,4122010,GOOGL,"Tech’s ‘Frightful 5’ Will Dominate Digital Life for Foreseeable Future: By just about every metric, Amazon, Apple, Facebook, Google and Microsoft are getting larger, more entrenched in their own sectors, more powerful in new sectors and better protected from competition.",,742.0,True
742,2016-01-21,720.17,737.67,711.11,726.67,2596916,GOOGL,"Editing a Gmail Inbox Trip Bundle: When incorrect information strays into a Trip Bundle, there is a way to remove it, and Google has recently made that easier to do.",,743.84,True
743,2016-01-22,742.0,748.56,740.5,745.46,2357315,GOOGL,Amit Singh of Google for Work: A Respectful Clash of Ideas: The president of Google for Work says it’s important to create a culture where people can present diverse points of view.,Making the Screen Easier to Read: Most web browsers and operating systems have settings and features that should be able to make low-contrast type more readable.,735.21,False
746,2016-01-27,735.89,735.89,713.45,717.58,2121434,GOOGL,"Siri, Alexa and Other Virtual Assistants Put to the Test: Virtual assistants from tech behemoths including Apple, Microsoft, Amazon and Google are graded on their abilities to actually be of assistance.","Protecting Personal Information From Virtual Assistants: In order to be of use, assistants like Cortana and Siri need to know a lot about you. Reading the companies’ privacy statements can give you an idea of how much.",748.96,True
